yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,WinRatio,RunsRatio
1977,CLE,676,739,4.1988,4.5901,71,90,0.4410,0.7889,0.9147
1978,CHA,634,731,3.9379,4.5404,71,90,0.4410,0.7889,0.8673
1985,ML4,690,802,4.2857,4.9814,71,90,0.4410,0.7889,0.8603
1988,CHA,631,757,3.9193,4.7019,71,90,0.4410,0.7889,0.8336
1991,MON,579,655,3.5963,4.0683,71,90,0.4410,0.7889,0.8840
1908,WS1,479,539,3.1513,3.5461,67,85,0.4408,0.7882,0.8887
1934,SLA,674,800,4.4342,5.2632,67,85,0.4408,0.7882,0.8425
1945,BSN,721,728,4.7434,4.7895,67,85,0.4408,0.7882,0.9904
1966,NYA,611,612,3.8428,3.8491,70,89,0.4403,0.7865,0.9984
1907,BRO,446,522,3.0135,3.5270,65,83,0.4392,0.7831,0.8544
1938,CHA,709,752,4.7905,5.0811,65,83,0.4392,0.7831,0.9428
1969,CAL,528,652,3.2593,4.0247,71,91,0.4383,0.7802,0.8098
1973,CLE,680,826,4.1975,5.0988,71,91,0.4383,0.7802,0.8232
1973,PHI,642,717,3.9630,4.4259,71,91,0.4383,0.7802,0.8954
1974,NYN,572,646,3.5309,3.9877,71,91,0.4383,0.7802,0.8854
1975,SDN,552,683,3.4074,4.2160,71,91,0.4383,0.7802,0.8082
1979,SFN,672,751,4.1481,4.6358,71,91,0.4383,0.7802,0.8948
1983,CHN,701,719,4.3272,4.4383,71,91,0.4383,0.7802,0.9750
1986,MIN,741,839,4.5741,5.1790,71,91,0.4383,0.7802,0.8832
1991,NYA,674,777,4.1605,4.7963,71,91,0.4383,0.7802,0.8674
1993,CAL,684,770,4.2222,4.7531,71,91,0.4383,0.7802,0.8883
1993,MIN,693,830,4.2778,5.1235,71,91,0.4383,0.7802,0.8349
1996,NYN,746,779,4.6049,4.8086,71,91,0.4383,0.7802,0.9576
2000,TEX,848,974,5.2346,6.0123,71,91,0.4383,0.7802,0.8706
2003,BAL,743,820,4.5864,5.0617,71,91,0.4383,0.7802,0.9061
2003,TEX,826,969,5.0988,5.9815,71,91,0.4383,0.7802,0.8524
2004,NYN,684,731,4.2222,4.5123,71,91,0.4383,0.7802,0.9357
2005,DET,723,787,4.4630,4.8580,71,91,0.4383,0.7802,0.9187
2005,LAN,685,755,4.2284,4.6605,71,91,0.4383,0.7802,0.9073
2006,WAS,746,872,4.6049,5.3827,71,91,0.4383,0.7802,0.8555
2007,FLO,790,891,4.8765,5.5000,71,91,0.4383,0.7802,0.8866
2007,SFN,683,720,4.2160,4.4444,71,91,0.4383,0.7802,0.9486
2011,KCA,730,762,4.5062,4.7037,71,91,0.4383,0.7802,0.9580
2011,CHN,654,756,4.0370,4.6667,71,91,0.4383,0.7802,0.8651
2011,SDN,593,611,3.6605,3.7716,71,91,0.4383,0.7802,0.9705
2013,SEA,624,754,3.8519,4.6543,71,91,0.4383,0.7802,0.8276
1903,CHA,516,613,3.7664,4.4745,60,77,0.4380,0.7792,0.8418
1916,CHN,520,541,3.3987,3.5359,67,86,0.4379,0.7791,0.9612
1924,CLE,755,814,4.9346,5.3203,67,86,0.4379,0.7791,0.9275
1935,WS1,823,903,5.3791,5.9020,67,86,0.4379,0.7791,0.9114
1961,MIN,707,778,4.4188,4.8625,70,90,0.4375,0.7778,0.9087
1980,CHA,587,722,3.6688,4.5125,70,90,0.4375,0.7778,0.8130
1986,CHN,680,781,4.2500,4.8813,70,90,0.4375,0.7778,0.8707
1994,SEA,569,616,5.0804,5.5000,49,63,0.4375,0.7778,0.9237
1910,WS1,501,550,3.3179,3.6424,66,85,0.4371,0.7765,0.9109
1918,DET,476,557,3.7778,4.4206,55,71,0.4365,0.7746,0.8546
1913,BRO,595,613,3.9933,4.1141,65,84,0.4362,0.7738,0.9706
1924,BOS,737,806,4.7857,5.2338,67,87,0.4351,0.7701,0.9144
1936,BRO,662,752,4.2987,4.8831,67,87,0.4351,0.7701,0.8803
1940,SLA,757,882,4.9156,5.7273,67,87,0.4351,0.7701,0.8583
1944,NY1,682,773,4.4286,5.0195,67,87,0.4351,0.7701,0.8823
1946,CIN,523,570,3.3961,3.7013,67,87,0.4351,0.7701,0.9175
1950,WS1,690,813,4.4805,5.2792,67,87,0.4351,0.7701,0.8487
1956,NY1,540,650,3.5065,4.2208,67,87,0.4351,0.7701,0.8308
1960,CIN,640,692,4.1558,4.4935,67,87,0.4351,0.7701,0.9249
1961,LAA,744,784,4.6211,4.8696,70,91,0.4348,0.7692,0.9490
1963,LAA,597,660,3.7081,4.0994,70,91,0.4348,0.7692,0.9045
1988,TEX,637,735,3.9565,4.5652,70,91,0.4348,0.7692,0.8667
1996,CAL,762,943,4.7329,5.8571,70,91,0.4348,0.7692,0.8081
2004,TBA,714,842,4.4348,5.2298,70,91,0.4348,0.7692,0.8480
1906,BRO,496,625,3.2632,4.1118,66,86,0.4342,0.7674,0.7936
1926,BSN,624,719,4.1053,4.7303,66,86,0.4342,0.7674,0.8679
1934,WS1,729,806,4.7961,5.3026,66,86,0.4342,0.7674,0.9045
1978,CLE,639,694,4.0189,4.3648,69,90,0.4340,0.7667,0.9207
1994,CHN,500,549,4.4248,4.8584,49,64,0.4336,0.7656,0.9107
1995,SLN,563,658,3.9371,4.6014,62,81,0.4336,0.7654,0.8556
1965,WS2,591,721,3.6481,4.4506,70,92,0.4321,0.7609,0.8197
1970,WS2,626,689,3.8642,4.2531,70,92,0.4321,0.7609,0.9086
1976,ATL,620,700,3.8272,4.3210,70,92,0.4321,0.7609,0.8857
1983,CAL,722,779,4.4568,4.8086,70,92,0.4321,0.7609,0.9268
1983,CLE,704,785,4.3457,4.8457,70,92,0.4321,0.7609,0.8968
1983,MIN,709,822,4.3765,5.0741,70,92,0.4321,0.7609,0.8625
1984,CIN,627,747,3.8704,4.6111,70,92,0.4321,0.7609,0.8394
1990,SLN,599,698,3.6975,4.3086,70,92,0.4321,0.7609,0.8582
1992,PHI,686,717,4.2346,4.4259,70,92,0.4321,0.7609,0.9568
1998,MIN,734,818,4.5309,5.0494,70,92,0.4321,0.7609,0.8973
1999,ANA,711,826,4.3889,5.0988,70,92,0.4321,0.7609,0.8608
2006,BAL,768,899,4.7407,5.5494,70,92,0.4321,0.7609,0.8543
2009,ARI,720,782,4.4444,4.8272,70,92,0.4321,0.7609,0.9207
2009,NYN,671,757,4.1420,4.6728,70,92,0.4321,0.7609,0.8864
1907,CIN,526,519,3.4379,3.3922,66,87,0.4314,0.7586,1.0135
1913,DET,624,716,4.0784,4.6797,66,87,0.4314,0.7586,0.8715
1924,CHA,793,858,5.1830,5.6078,66,87,0.4314,0.7586,0.9242
1927,CLE,668,766,4.3660,5.0065,66,87,0.4314,0.7586,0.8721
1950,CIN,654,734,4.2745,4.7974,66,87,0.4314,0.7586,0.8910
1929,CIN,686,760,4.4545,4.9351,66,88,0.4286,0.7500,0.9026
1931,PHI,684,828,4.4416,5.3766,66,88,0.4286,0.7500,0.8261
1946,SLA,621,710,4.0325,4.6104,66,88,0.4286,0.7500,0.8746
1948,PHI,591,729,3.8377,4.7338,66,88,0.4286,0.7500,0.8107
1954,WS1,632,680,4.1039,4.4156,66,88,0.4286,0.7500,0.9294
1956,PIT,588,653,3.8182,4.2403,66,88,0.4286,0.7500,0.9005
1959,KC1,681,760,4.4221,4.9351,66,88,0.4286,0.7500,0.8961
1971,ML4,534,609,3.3168,3.7826,69,92,0.4286,0.7500,0.8768
1984,TEX,656,714,4.0745,4.4348,69,92,0.4286,0.7500,0.9188
1987,ATL,747,829,4.6398,5.1491,69,92,0.4286,0.7500,0.9011
1989,CHA,693,750,4.3043,4.6584,69,92,0.4286,0.7500,0.9240
1999,DET,747,882,4.6398,5.4783,69,92,0.4286,0.7500,0.8469
2000,TBA,733,842,4.5528,5.2298,69,92,0.4286,0.7500,0.8705
1904,SLA,481,604,3.1645,3.9737,65,87,0.4276,0.7471,0.7964
1935,SLA,718,930,4.7237,6.1184,65,87,0.4276,0.7471,0.7720
1939,WS1,702,797,4.6184,5.2434,65,87,0.4276,0.7471,0.8808
1940,BSN,623,745,4.0987,4.9013,65,87,0.4276,0.7471,0.8362
1918,BSN,424,469,3.4194,3.7823,53,71,0.4274,0.7465,0.9041
1911,BRO,539,659,3.5933,4.3933,64,86,0.4267,0.7442,0.8179
1914,PTF,605,698,4.0333,4.6533,64,86,0.4267,0.7442,0.8668
1967,HOU,626,742,3.8642,4.5802,69,93,0.4259,0.7419,0.8437
1969,KCA,586,688,3.6173,4.2469,69,93,0.4259,0.7419,0.8517
1977,SDN,692,834,4.2716,5.1481,69,93,0.4259,0.7419,0.8297
1978,OAK,532,690,3.2840,4.2593,69,93,0.4259,0.7419,0.7710
1978,ATL,600,750,3.7037,4.6296,69,93,0.4259,0.7419,0.8000
1978,SLN,600,657,3.7037,4.0556,69,93,0.4259,0.7419,0.9132
1993,ML4,733,792,4.5247,4.8889,69,93,0.4259,0.7419,0.9255
1998,PIT,650,718,4.0123,4.4321,69,93,0.4259,0.7419,0.9053
1999,TBA,772,913,4.7654,5.6358,69,93,0.4259,0.7419,0.8456
2000,MIN,748,880,4.6173,5.4321,69,93,0.4259,0.7419,0.8500
2000,PIT,793,888,4.8951,5.4815,69,93,0.4259,0.7419,0.8930
2003,CIN,694,886,4.2840,5.4691,69,93,0.4259,0.7419,0.7833
2005,SEA,699,751,4.3148,4.6358,69,93,0.4259,0.7419,0.9308
2007,BAL,756,868,4.6667,5.3580,69,93,0.4259,0.7419,0.8710
2007,KCA,706,778,4.3580,4.8025,69,93,0.4259,0.7419,0.9075
2010,CLE,646,752,3.9877,4.6420,69,93,0.4259,0.7419,0.8590
2010,WAS,655,742,4.0432,4.5802,69,93,0.4259,0.7419,0.8827
2011,BAL,708,860,4.3704,5.3086,69,93,0.4259,0.7419,0.8233
2012,BOS,734,806,4.5309,4.9753,69,93,0.4259,0.7419,0.9107
2012,MIA,609,724,3.7593,4.4691,69,93,0.4259,0.7419,0.8412
1927,BRO,541,619,3.5359,4.0458,65,88,0.4248,0.7386,0.8740
1933,BRO,617,695,4.0327,4.5425,65,88,0.4248,0.7386,0.8878
1905,WS1,559,623,3.7020,4.1258,64,87,0.4238,0.7356,0.8973
1906,CIN,533,582,3.5298,3.8543,64,87,0.4238,0.7356,0.9158
1933,BOS,700,758,4.6980,5.0872,63,86,0.4228,0.7326,0.9235
1979,SDN,603,681,3.7453,4.2298,68,93,0.4224,0.7312,0.8855
1988,SEA,664,744,4.1242,4.6211,68,93,0.4224,0.7312,0.8925
2008,BAL,782,869,4.8571,5.3975,68,93,0.4224,0.7312,0.8999
1916,PIT,484,586,3.1429,3.8052,65,89,0.4221,0.7303,0.8259
1922,PHA,705,830,4.5779,5.3896,65,89,0.4221,0.7303,0.8494
1924,SLN,740,750,4.8052,4.8701,65,89,0.4221,0.7303,0.9867
1944,BSN,593,674,3.8506,4.3766,65,89,0.4221,0.7303,0.8798
1953,CHN,633,835,4.1104,5.4221,65,89,0.4221,0.7303,0.7581
1960,BOS,658,775,4.2727,5.0325,65,89,0.4221,0.7303,0.8490
1903,BSN,578,699,4.1884,5.0652,58,80,0.4203,0.7250,0.8269
1969,CHA,625,723,3.8580,4.4630,68,94,0.4198,0.7234,0.8645
1974,CAL,618,657,3.8148,4.0556,68,94,0.4198,0.7234,0.9406
1975,ML4,675,792,4.1667,4.8889,68,94,0.4198,0.7234,0.8523
1982,OAK,691,819,4.2654,5.0556,68,94,0.4198,0.7234,0.8437
1983,NYN,575,680,3.5494,4.1975,68,94,0.4198,0.7234,0.8456
1993,OAK,715,846,4.4136,5.2222,68,94,0.4198,0.7234,0.8452
1996,SFN,752,862,4.6420,5.3210,68,94,0.4198,0.7234,0.8724
1997,MIN,772,861,4.7654,5.3148,68,94,0.4198,0.7234,0.8966
1997,CHN,687,759,4.2407,4.6852,68,94,0.4198,0.7234,0.9051
1997,PHI,668,840,4.1235,5.1852,68,94,0.4198,0.7234,0.7952
1999,MON,718,853,4.4321,5.2654,68,94,0.4198,0.7234,0.8417
2001,MIL,740,806,4.5679,4.9753,68,94,0.4198,0.7234,0.9181
2001,MON,670,812,4.1358,5.0123,68,94,0.4198,0.7234,0.8251
2003,CLE,699,778,4.3148,4.8025,68,94,0.4198,0.7234,0.8985
2003,MIL,714,873,4.4074,5.3889,68,94,0.4198,0.7234,0.8179
2004,COL,833,923,5.1420,5.6975,68,94,0.4198,0.7234,0.9025
2007,PIT,724,846,4.4691,5.2222,68,94,0.4198,0.7234,0.8558
2012,CLE,667,845,4.1173,5.2160,68,94,0.4198,0.7234,0.7893
1913,CIN,607,717,3.9673,4.6863,64,89,0.4183,0.7191,0.8466
1921,CHN,668,773,4.3660,5.0523,64,89,0.4183,0.7191,0.8642
1935,PHI,685,871,4.4771,5.6928,64,89,0.4183,0.7191,0.7865
1948,CIN,588,752,3.8431,4.9150,64,89,0.4183,0.7191,0.7819
1950,CHN,643,772,4.2026,5.0458,64,89,0.4183,0.7191,0.8329
1952,BSN,569,651,3.7190,4.2549,64,89,0.4183,0.7191,0.8740
1902,SLN,517,695,3.8582,5.1866,56,78,0.4179,0.7179,0.7439
1939,BSN,572,659,3.7881,4.3642,63,88,0.4172,0.7159,0.8680
1972,ML4,493,595,3.1603,3.8141,65,91,0.4167,0.7143,0.8286
1995,DET,654,844,4.5417,5.8611,60,84,0.4167,0.7143,0.7749
1975,ATL,583,739,3.6211,4.5901,67,94,0.4161,0.7128,0.7889
1984,ML4,641,734,3.9814,4.5590,67,94,0.4161,0.7128,0.8733
1997,KCA,747,820,4.6398,5.0932,67,94,0.4161,0.7128,0.9110
2004,TOR,719,823,4.4658,5.1118,67,94,0.4161,0.7128,0.8736
2004,MIL,634,757,3.9379,4.7019,67,94,0.4161,0.7128,0.8375
1910,BRO,497,623,3.2273,4.0455,64,90,0.4156,0.7111,0.7978
1911,WS1,625,766,4.0584,4.9740,64,90,0.4156,0.7111,0.8159
1930,SLA,751,886,4.8766,5.7532,64,90,0.4156,0.7111,0.8476
1931,BSN,533,680,3.4610,4.4156,64,90,0.4156,0.7111,0.7838
1940,WS1,665,811,4.3182,5.2662,64,90,0.4156,0.7111,0.8200
1941,PHA,713,840,4.6299,5.4545,64,90,0.4156,0.7111,0.8488
1943,PHI,571,676,3.7078,4.3896,64,90,0.4156,0.7111,0.8447
1944,WS1,592,664,3.8442,4.3117,64,90,0.4156,0.7111,0.8916
1947,WS1,496,675,3.2208,4.3831,64,90,0.4156,0.7111,0.7348
1948,CHN,597,706,3.8766,4.5844,64,90,0.4156,0.7111,0.8456
1951,PIT,689,845,4.4740,5.4870,64,90,0.4156,0.7111,0.8154
1952,SLA,604,733,3.9221,4.7597,64,90,0.4156,0.7111,0.8240
1954,CHN,700,766,4.5455,4.9740,64,90,0.4156,0.7111,0.9138
1959,PHI,599,725,3.8896,4.7078,64,90,0.4156,0.7111,0.8262
1961,CHN,689,800,4.4740,5.1948,64,90,0.4156,0.7111,0.8613
1968,CAL,498,615,3.0741,3.7963,67,95,0.4136,0.7053,0.8098
1968,CHA,463,527,2.8580,3.2531,67,95,0.4136,0.7053,0.8786
1971,PHI,558,688,3.4444,4.2469,67,95,0.4136,0.7053,0.8110
1977,ML4,639,765,3.9444,4.7222,67,95,0.4136,0.7053,0.8353
1979,SEA,711,820,4.3889,5.0617,67,95,0.4136,0.7053,0.8671
1980,TOR,624,762,3.8519,4.7037,67,95,0.4136,0.7053,0.8189
1980,NYN,611,702,3.7716,4.3333,67,95,0.4136,0.7053,0.8704
1986,SEA,718,835,4.4321,5.1543,67,95,0.4136,0.7053,0.8599
1987,BAL,729,880,4.5000,5.4321,67,95,0.4136,0.7053,0.8284
1989,PHI,629,735,3.8827,4.5370,67,95,0.4136,0.7053,0.8558
1990,NYA,603,749,3.7222,4.6235,67,95,0.4136,0.7053,0.8051
1991,BAL,686,796,4.2346,4.9136,67,95,0.4136,0.7053,0.8618
1993,COL,758,967,4.6790,5.9691,67,95,0.4136,0.7053,0.7839
1996,PHI,650,790,4.0123,4.8765,67,95,0.4136,0.7053,0.8228
1999,CHN,747,920,4.6111,5.6790,67,95,0.4136,0.7053,0.8120
2000,MON,738,902,4.5556,5.5679,67,95,0.4136,0.7053,0.8182
2002,BAL,667,773,4.1173,4.7716,67,95,0.4136,0.7053,0.8629
2002,CHN,706,759,4.3580,4.6852,67,95,0.4136,0.7053,0.9302
2004,MON,635,769,3.9198,4.7469,67,95,0.4136,0.7053,0.8257
2005,TBA,750,936,4.6296,5.7778,67,95,0.4136,0.7053,0.8013
2005,COL,740,862,4.5679,5.3210,67,95,0.4136,0.7053,0.8585
2005,PIT,680,769,4.1975,4.7469,67,95,0.4136,0.7053,0.8843
2006,PIT,691,797,4.2654,4.9198,67,95,0.4136,0.7053,0.8670
2008,PIT,735,884,4.5370,5.4568,67,95,0.4136,0.7053,0.8314
2010,KCA,676,845,4.1728,5.2160,67,95,0.4136,0.7053,0.8000
2011,SEA,556,675,3.4321,4.1667,67,95,0.4136,0.7053,0.8237
1979,ATL,669,763,4.1813,4.7688,66,94,0.4125,0.7021,0.8768
1910,SLN,639,718,4.1765,4.6928,63,90,0.4118,0.7000,0.8900
1912,SLN,659,830,4.3072,5.4248,63,90,0.4118,0.7000,0.7940
1914,SLF,565,697,3.7417,4.6159,62,89,0.4106,0.6966,0.8106
1942,WS1,653,817,4.3245,5.4106,62,89,0.4106,0.6966,0.7993
1919,BSN,465,563,3.3453,4.0504,57,82,0.4101,0.6951,0.8259
1966,NYN,587,761,3.6460,4.7267,66,95,0.4099,0.6947,0.7714
1976,ML4,570,655,3.5404,4.0683,66,95,0.4099,0.6947,0.8702
2003,NYN,642,754,3.9876,4.6832,66,95,0.4099,0.6947,0.8515
1908,BSN,537,622,3.4870,4.0390,63,91,0.4091,0.6923,0.8633
1915,SLA,521,680,3.3831,4.4156,63,91,0.4091,0.6923,0.7662
1931,SLA,722,870,4.6883,5.6494,63,91,0.4091,0.6923,0.8299
1932,SLA,736,898,4.7792,5.8312,63,91,0.4091,0.6923,0.8196
1944,BRO,690,832,4.4805,5.4026,63,91,0.4091,0.6923,0.8293
1946,PIT,552,668,3.5844,4.3377,63,91,0.4091,0.6923,0.8263
1949,CHA,648,737,4.2078,4.7857,63,91,0.4091,0.6923,0.8792
1955,KC1,638,911,4.1429,5.9156,63,91,0.4091,0.6923,0.7003
1959,WS1,619,701,4.0195,4.5519,63,91,0.4091,0.6923,0.8830
1902,PHI,484,649,3.5328,4.7372,56,81,0.4088,0.6914,0.7458
1994,CAL,543,660,4.7217,5.7391,47,68,0.4087,0.6912,0.8227
1904,DET,505,627,3.3224,4.1250,62,90,0.4079,0.6889,0.8054
1920,BSN,523,670,3.4408,4.4079,62,90,0.4079,0.6889,0.7806
1931,BOS,625,800,4.1118,5.2632,62,90,0.4079,0.6889,0.7813
1963,HOU,464,640,2.8642,3.9506,66,96,0.4074,0.6875,0.7250
1964,HOU,495,628,3.0556,3.8765,66,96,0.4074,0.6875,0.7882
1974,CHN,669,826,4.1296,5.0988,66,96,0.4074,0.6875,0.8099
1978,NYN,607,690,3.7469,4.2593,66,96,0.4074,0.6875,0.8797
1984,SFN,682,807,4.2099,4.9815,66,96,0.4074,0.6875,0.8451
1985,ATL,632,781,3.9012,4.8210,66,96,0.4074,0.6875,0.8092
2001,DET,724,876,4.4691,5.4074,66,96,0.4074,0.6875,0.8265
2001,CIN,735,850,4.5370,5.2469,66,96,0.4074,0.6875,0.8647
2002,SDN,662,815,4.0864,5.0309,66,96,0.4074,0.6875,0.8123
2006,CHN,716,834,4.4198,5.1481,66,96,0.4074,0.6875,0.8585
2007,TBA,782,944,4.8272,5.8272,66,96,0.4074,0.6875,0.8284
2010,BAL,613,785,3.7840,4.8457,66,96,0.4074,0.6875,0.7809
2012,MIN,701,832,4.3272,5.1358,66,96,0.4074,0.6875,0.8425
2013,CHA,602,689,3.7160,4.2531,66,96,0.4074,0.6875,0.8737
2013,MIN,614,788,3.7901,4.8642,66,96,0.4074,0.6875,0.7792
1909,SLA,441,575,2.9400,3.8333,61,89,0.4067,0.6854,0.7670
1918,PHA,412,538,3.2188,4.2031,52,76,0.4063,0.6842,0.7658
1980,CAL,698,797,4.3625,4.9813,65,95,0.4063,0.6842,0.8758
1920,PHI,565,714,3.6928,4.6667,62,91,0.4052,0.6813,0.7913
1937,BRO,616,772,4.0261,5.0458,62,91,0.4052,0.6813,0.7979
1968,WS2,524,665,3.2547,4.1304,65,96,0.4037,0.6771,0.7880
1981,SEA,426,521,3.9083,4.7798,44,65,0.4037,0.6769,0.8177
1988,PHI,597,734,3.7081,4.5590,65,96,0.4037,0.6771,0.8134
1995,PIT,629,736,4.3681,5.1111,58,86,0.4028,0.6744,0.8546
1921,CHA,683,858,4.4351,5.5714,62,92,0.4026,0.6739,0.7960
1926,SLA,682,845,4.4286,5.4870,62,92,0.4026,0.6739,0.8071
1928,CLE,674,830,4.3766,5.3896,62,92,0.4026,0.6739,0.8120
1930,CHA,729,884,4.7338,5.7403,62,92,0.4026,0.6739,0.8247
1941,BSN,592,720,3.8442,4.6753,62,92,0.4026,0.6739,0.8222
1947,PHI,589,687,3.8247,4.4610,62,92,0.4026,0.6739,0.8574
1947,PIT,744,817,4.8312,5.3052,62,92,0.4026,0.6739,0.9106
1949,CIN,627,770,4.0714,5.0000,62,92,0.4026,0.6739,0.8143
1951,WS1,672,764,4.3636,4.9610,62,92,0.4026,0.6739,0.8796
1951,CHN,614,750,3.9870,4.8701,62,92,0.4026,0.6739,0.8187
1957,CHN,628,722,4.0779,4.6883,62,92,0.4026,0.6739,0.8698
1957,PIT,586,696,3.8052,4.5195,62,92,0.4026,0.6739,0.8420
1994,SDN,479,531,4.0940,4.5385,47,70,0.4017,0.6714,0.9021
1923,BOS,584,809,3.8421,5.3224,61,91,0.4013,0.6703,0.7219
1965,HOU,569,711,3.5123,4.3889,65,97,0.4012,0.6701,0.8003
1970,KCA,611,705,3.7716,4.3519,65,97,0.4012,0.6701,0.8667
1970,ML4,613,751,3.7840,4.6358,65,97,0.4012,0.6701,0.8162
1982,NYN,609,723,3.7593,4.4630,65,97,0.4012,0.6701,0.8423
1987,SDN,668,763,4.1235,4.7099,65,97,0.4012,0.6701,0.8755
1990,ATL,682,821,4.2099,5.0679,65,97,0.4012,0.6701,0.8307
1991,HOU,605,717,3.7346,4.4259,65,97,0.4012,0.6701,0.8438
1997,OAK,764,946,4.7160,5.8395,65,97,0.4012,0.6701,0.8076
1998,DET,722,863,4.4568,5.3272,65,97,0.4012,0.6701,0.8366
1998,ARI,665,812,4.1049,5.0123,65,97,0.4012,0.6701,0.8190
1998,MON,644,783,3.9753,4.8333,65,97,0.4012,0.6701,0.8225
2000,CHN,764,904,4.7160,5.5802,65,97,0.4012,0.6701,0.8451
2000,PHI,708,830,4.3704,5.1235,65,97,0.4012,0.6701,0.8530
2001,KCA,729,858,4.5000,5.2963,65,97,0.4012,0.6701,0.8497
2009,CLE,773,865,4.7716,5.3395,65,97,0.4012,0.6701,0.8936
2009,KCA,686,842,4.2346,5.1975,65,97,0.4012,0.6701,0.8147
2010,ARI,713,836,4.4012,5.1605,65,97,0.4012,0.6701,0.8529
1919,WS1,533,570,3.8071,4.0714,56,84,0.4000,0.6667,0.9351
1962,HOU,592,717,3.7000,4.4813,64,96,0.4000,0.6667,0.8257
1937,PHI,724,869,4.7320,5.6797,61,92,0.3987,0.6630,0.8331
1944,PHI,539,658,3.5229,4.3007,61,92,0.3987,0.6630,0.8191
1942,BSN,515,645,3.4797,4.3581,59,89,0.3986,0.6629,0.7984
1981,NYN,348,432,3.3786,4.1942,41,62,0.3981,0.6613,0.8056
1975,HOU,664,711,4.1242,4.4161,64,97,0.3975,0.6598,0.9339
1976,CHA,586,745,3.6398,4.6273,64,97,0.3975,0.6598,0.7866
1999,KCA,856,921,5.3168,5.7205,64,97,0.3975,0.6598,0.9294
1971,WS2,537,660,3.3774,4.1509,63,96,0.3962,0.6563,0.8136
1920,DET,652,833,4.2338,5.4091,61,93,0.3961,0.6559,0.7827
1922,BOS,598,769,3.8831,4.9935,61,93,0.3961,0.6559,0.7776
1931,DET,651,836,4.2273,5.4286,61,93,0.3961,0.6559,0.7787
1945,CIN,536,694,3.4805,4.5065,61,93,0.3961,0.6559,0.7723
1946,NY1,612,685,3.9740,4.4481,61,93,0.3961,0.6559,0.8934
1949,CHN,593,773,3.8506,5.0195,61,93,0.3961,0.6559,0.7671
1958,WS1,553,747,3.5909,4.8506,61,93,0.3961,0.6559,0.7403
1907,BOS,464,558,3.1141,3.7450,59,90,0.3960,0.6556,0.8315
1918,SLN,454,527,3.5194,4.0853,51,78,0.3953,0.6538,0.8615
1969,SE1,639,799,3.9444,4.9321,64,98,0.3951,0.6531,0.7997
1977,SEA,624,855,3.8519,5.2778,64,98,0.3951,0.6531,0.7298
1977,NYN,587,663,3.6235,4.0926,64,98,0.3951,0.6531,0.8854
1980,CHN,614,728,3.7901,4.4938,64,98,0.3951,0.6531,0.8434
1982,TEX,590,749,3.6420,4.6235,64,98,0.3951,0.6531,0.7877
1986,PIT,663,700,4.0926,4.3210,64,98,0.3951,0.6531,0.9471
1992,SEA,679,799,4.1914,4.9321,64,98,0.3951,0.6531,0.8498
1993,FLO,581,724,3.5864,4.4691,64,98,0.3951,0.6531,0.8025
1999,FLO,691,852,4.2654,5.2593,64,98,0.3951,0.6531,0.8110
2003,SDN,678,831,4.1852,5.1296,64,98,0.3951,0.6531,0.8159
2009,BAL,741,876,4.5741,5.4074,64,98,0.3951,0.6531,0.8459
2012,COL,758,890,4.6790,5.4938,64,98,0.3951,0.6531,0.8517
1933,PHI,607,760,3.9934,5.0000,60,92,0.3947,0.6522,0.7987
1919,SLN,463,552,3.3796,4.0292,54,83,0.3942,0.6506,0.8388
1989,ATL,584,680,3.6500,4.2500,63,97,0.3938,0.6495,0.8588
1999,MIN,686,845,4.2875,5.2813,63,97,0.3938,0.6495,0.8118
1916,CIN,505,617,3.3007,4.0327,60,93,0.3922,0.6452,0.8185
1916,SLN,476,629,3.1111,4.1111,60,93,0.3922,0.6452,0.7568
1907,BSN,502,652,3.3919,4.4054,58,90,0.3919,0.6444,0.7699
1977,OAK,605,749,3.7578,4.6522,63,98,0.3913,0.6429,0.8077
2001,BAL,687,829,4.2671,5.1491,63,98,0.3913,0.6429,0.8287
1914,CIN,530,651,3.4416,4.2273,60,94,0.3896,0.6383,0.8141
1927,BSN,651,771,4.2273,5.0065,60,94,0.3896,0.6383,0.8444
1932,CIN,575,715,3.7338,4.6429,60,94,0.3896,0.6383,0.8042
1950,CHA,625,749,4.0584,4.8636,60,94,0.3896,0.6383,0.8344
1953,DET,695,923,4.5130,5.9935,60,94,0.3896,0.6383,0.7530
1955,PIT,560,767,3.6364,4.9805,60,94,0.3896,0.6383,0.7301
1956,CHN,597,708,3.8766,4.5974,60,94,0.3896,0.6383,0.8432
1960,CHN,634,776,4.1169,5.0390,60,94,0.3896,0.6383,0.8170
1935,PHA,710,869,4.7651,5.8322,58,91,0.3893,0.6374,0.8170
1969,PHI,645,745,3.9815,4.5988,63,99,0.3889,0.6364,0.8658
1970,SDN,681,788,4.2037,4.8642,63,99,0.3889,0.6364,0.8642
1979,NYN,593,706,3.6605,4.3580,63,99,0.3889,0.6364,0.8399
1992,LAN,548,636,3.3827,3.9259,63,99,0.3889,0.6364,0.8616
1995,MIN,703,889,4.8819,6.1736,56,88,0.3889,0.6364,0.7908
1995,TOR,642,777,4.4583,5.3958,56,88,0.3889,0.6364,0.8263
1998,TBA,620,751,3.8272,4.6358,63,99,0.3889,0.6364,0.8256
2003,TBA,715,852,4.4136,5.2593,63,99,0.3889,0.6364,0.8392
